Id,outfit_image,description,outfit,occasions,seasons
47,https://storage.googleapis.com/raven-media-bucket/image/outfits/47.jpeg,"Modern, urban style with a black leather jacket and menswear pants.","• black leather moto jacket
• neutral or color cashmere crewneck sweater
• gray menswear pants
• black status belt
• silver necklace
• black or color loafers/chelsea boot/leather sneakers","Urban exploration, Casual hangouts, Concerts, Streetwear occasions, Art exhibitions, Shopping, Night out, Music festivals, Skateboarding, Graffiti events.","Spring, Fall, Mild Winter days"
48,https://storage.googleapis.com/raven-media-bucket/image/outfits/48.jpeg,Formal and sophisticated outfit featuring a tuxedo and optional black tie.,"• black or navy tuxedo
• color, black or white button down shirt or fine gauge turtleneck sweater
• black tie (optional)
• black status belt
• black dress shoes/chelsea boot","Formal dinners, Weddings, Opera/Theatre, Black-tie events, Charity events, Formal parties, Award ceremonies, Political events, Business galas, Red carpet events.",Year-round
49,https://storage.googleapis.com/raven-media-bucket/image/outfits/49.jpeg,Relaxed and casual outfit with a retro sweater shirt and chinos,"• retro sweater shirt
• white tank
• neutral color chinos
• brown leather or off-white canvas woven belt
• brown sandals","Casual hangouts, Shopping, Casual weekend outings, Picnics, BBQ parties, Day trips, Road trips, Movie dates, Family gatherings, Beach.","Spring, Fall"
50,https://storage.googleapis.com/raven-media-bucket/image/outfits/50.jpeg,"Classic formal look with a dark blazer, chinos, and optional tie.","• relaxed dark blazer
• matching relaxed chinos
• mini print or plaid washed button down shirt
• silk solid tie (optional)
• black belt
• black dress shoes/loafers","Business meetings, Office wear, Formal dinners, Weddings, Conferences, Court appearances, Political events, Charity events, Academic ceremonies, Theater.",Year-round
51,https://storage.googleapis.com/raven-media-bucket/image/outfits/51.jpeg,casual classic,"Top: A well-fitted white Oxford shirt.
Bottom: Slim dark blue jeans.
Outerwear: Charcoal gray blazer.
Shoes: Brown leather loafers.","Casual lunch/dinner, museum/art gallery, city tour, movie date, coffee shop date, casual office day, friend's house party, family get-together, day out shopping, outdoor concert","spring, fall, mild"
52,https://storage.googleapis.com/raven-media-bucket/image/outfits/52.jpeg,chic minimalist,"Top: Plain black crew-neck T-shirt.
Bottom: Grey tailored trousers.
Outerwear: Black bomber jacket.
Shoes: White leather sneakers.","Casual lunch/dinner, coffee date, city tour, art exhibition, casual office day, weekend outing, friend's house party, casual house party, library date, evening walk","spring, summer, fall, mild, hot"
53,https://storage.googleapis.com/raven-media-bucket/image/outfits/53.jpeg,sophisticated cool,"Top: Navy blue roll-neck sweater.
Bottom: Cream chinos.
Outerwear: Camel overcoat.
Shoes: Brown suede Chelsea boots.","Semi-formal event, upscale restaurant, opera, theatre, cocktail party, charity event, formal office day, wedding, dinner party, wine tasting","fall, winter, mild, cold"
54,https://storage.googleapis.com/raven-media-bucket/image/outfits/54.jpeg,effortlessly trendy,"Top: Striped linen button-down shirt.
Bottom: Distressed light wash jeans.
Outerwear: Denim jacket.
Shoes: Black high-top sneakers.","Music concert, casual outdoor event, friend's house party, casual office day, movie date, city tour, beach day, amusement park, picnic, weekend market","spring, summer, fall, mild, hot"
55,https://storage.googleapis.com/raven-media-bucket/image/outfits/55.jpeg,laid-back preppy,"Top: Light blue polo shirt.
Bottom: Beige chino shorts.
Outerwear: None.
Shoes: Navy blue boat shoes.","Picnic, beach date, boating/sailing, weekend outing, family get-together, BBQ party, casual lunch/dinner, country club, day out shopping, garden party","spring, summer, mild, hot"
56,https://storage.googleapis.com/raven-media-bucket/image/outfits/56.jpeg,The Sporty Stylish,"Top: Black slim fit turtleneck.
Bottom: Grey joggers.
Outerwear: Olive green bomber jacket.
Shoes: Monochrome black trainers.","Sports event, casual lunch/dinner, gym, hiking, jogging, casual office day, city tour, friend's house party, weekend outing, airport travel","spring, fall, mild"
57,https://storage.googleapis.com/raven-media-bucket/image/outfits/57.jpeg,Grunge Enthusiast,"Top: Graphic band tee.
Bottom: Black ripped skinny jeans.
Outerwear: Red flannel shirt.
Shoes: Black leather combat boots.","Music concert, casual night out, movie date, friend's house party, casual office day, art exhibition, city tour, coffee shop date, weekend market, skate park","spring, fall, mild"
58,https://storage.googleapis.com/raven-media-bucket/image/outfits/58.jpeg,Urban Hipster,"Top: Maroon Henley shirt.
Bottom: Tan fitted chinos.
Outerwear: Tan corduroy jacket.
Shoes: Grey suede desert boots.","Art exhibition, coffee date, city tour, movie date, casual lunch/dinner, friend's house party, weekend outing, vintage fair, library date, local gig","spring, summer, fall, mild, hot"
59,https://storage.googleapis.com/raven-media-bucket/image/outfits/59.jpeg,Modern Traditional,"Top: White button-down shirt.
Bottom: Brown wool trousers.
Outerwear: Navy double-breasted blazer.
Shoes: Burgundy leather Oxford shoes.","Formal dinner, theater/opera, formal office day, wedding, cocktail party, charity event, upscale restaurant, dinner party, wine tasting, formal family event","fall, winter, mild, cold"
60,https://storage.googleapis.com/raven-media-bucket/image/outfits/60.jpeg,Dapper Gentleman,"Top: Pale pink dress shirt.
Bottom: Navy pinstripe trousers.
Outerwear: Grey tweed vest.
Shoes: Black patent leather dress shoes.","Formal dinner, upscale restaurant, formal office day, wedding, cocktail party, charity event, theatre/opera, dinner party, wine tasting, upscale art exhibition","fall, winter, mild, cold"
61,https://storage.googleapis.com/raven-media-bucket/image/outfits/61.jpeg,Relaxed Beach-goer,"Top: Tropical print short-sleeve button-down.
Bottom: Khaki shorts.
Outerwear: None.
Shoes: Espadrilles.","Beach date, tropical vacation, boating/sailing, picnic, garden party, BBQ party, casual lunch/dinner, pool party, beach volleyball, beach bonfire","spring, summer, mild, hot"
62,https://storage.googleapis.com/raven-media-bucket/image/outfits/62.jpeg,Bold and Bright,"Top: Yellow polo shirt.
Bottom: Navy blue chinos.
Outerwear: Bright blue lightweight jacket.
Shoes: White canvas sneakers.","Brunch, day event, city tour, friend's house party, casual office day, family get-together, casual lunch/dinner, picnic, garden party, beach day","spring, summer, mild, hot"
63,https://storage.googleapis.com/raven-media-bucket/image/outfits/63.jpeg,Seasoned Traveler,"Top: Forest green Henley shirt.
Bottom: Cargo pants.
Outerwear: Brown leather aviator jacket.
Shoes: Hiking boots.","Adventure/outdoor date, travel, hiking, camping, safari, road trip, friend's house party, casual lunch/dinner, outdoor concert, outdoor sport event","fall, winter, mild, cold"
64,https://storage.googleapis.com/raven-media-bucket/image/outfits/64.jpeg,Sleek Monochrome,"Top: Black fitted turtleneck.
Bottom: Black slim-fit jeans.
Outerwear: Black leather jacket.
Shoes: Black Chelsea boots.","Upscale restaurant, night out, theatre/opera, cocktail party, formal office day, charity event, wine tasting, dinner party, upscale art exhibition, formal family event","spring, fall, mild, winter, cold"
65,https://storage.googleapis.com/raven-media-bucket/image/outfits/65.jpeg,Eclectic Vintage,"Top: Patterned bowling shirt.
Bottom: High-waisted tailored trousers.
Outerwear: Retro leather biker jacket.
Shoes: Two-tone brogues.","Vintage fair, music concert, city tour, art exhibition, movie date, casual lunch/dinner, weekend market, picnic, friend's house party, coffee shop date","spring, summer, fall, mild, hot"
66,https://storage.googleapis.com/raven-media-bucket/image/outfits/66.jpeg,Flairful Casual,"Top: Brightly colored, patterned short-sleeve shirt.
Bottom: White chino shorts.
Outerwear: None.
Shoes: Loafers.","Beach date, brunch, picnic, garden party, BBQ party, pool party, family get-together, casual lunch/dinner, weekend outing, amusement park","spring, summer, mild, hot"
67,https://storage.googleapis.com/raven-media-bucket/image/outfits/67.jpeg,Unorthodox Formal,"Top: Mandarin collar shirt.
Bottom: Black tuxedo pants.
Outerwear: Velvet dinner jacket.
Shoes: Black velvet loafers.","Formal event, upscale restaurant, theatre/opera, cocktail party, formal office day, charity event, wedding, dinner party, wine tasting, formal family event","fall, winter, mild, cold"
68,https://storage.googleapis.com/raven-media-bucket/image/outfits/68.jpeg,Simple and Smart,"Top: Striped button-down shirt.
Bottom: Navy blue chinos.
Outerwear: Grey jumper jacket.
Shoes: Brown brogues.","Office date, lunch/dinner, casual office day, museum/art gallery, city tour, friend's house party, family get-together, coffee shop date, library date, casual dinner party","spring, fall, mild"
69,https://storage.googleapis.com/raven-media-bucket/image/outfits/69.jpeg,Cozy Comfort,"Top: Cable knit sweater.
Bottom: Dark wash jeans.
Outerwear: Puffer jacket.
Shoes: Ankle boots.","Casual lunch/dinner, movie date, city tour, coffee shop date, casual office day, weekend outing, friend's house party, family get-together, day out shopping, evening walk","fall, winter, mild, cold"
70,https://storage.googleapis.com/raven-media-bucket/image/outfits/70.jpeg,Edgy Streetwear,"Top: Oversized graphic tee.
Bottom: Black joggers.
Outerwear: Reflective bomber jacket.
Shoes: Chunky trainers.","Music concert, urban exploring, friend's house party, city tour, skate park, casual office day, movie date, weekend outing, airport travel, weekend market","spring, fall, mild"
71,https://storage.googleapis.com/raven-media-bucket/image/outfits/71.jpeg,The Comfortable Professional,"Top: Merino wool navy crew-neck sweater 
Bottom: Grey tailored trousers
Outerwear: Camel overcoat (in colder weather)
Shoes: Brown suede loafers","Casual office day, formal office day, business meeting, client meeting, business lunch/dinner, office party, work seminar, city tour, museum/art gallery visit, weekend outing","fall, winter, mild, cold"
72,https://storage.googleapis.com/raven-media-bucket/image/outfits/72.jpeg,The Preppy Modern,"Top: Pink oxford button-down shirt
Bottom: Navy chinos
Outerwear: Grey crew-neck sweater (layered)
Shoes: White leather sneakers","Casual office day, formal office day, city tour, friend's house party, weekend outing, family get-together, coffee shop date, museum/art gallery visit, day out shopping, brunch","spring, fall, mild"
73,https://storage.googleapis.com/raven-media-bucket/image/outfits/73.jpeg,The Casual Friday,"Top: Polo shirt in a muted color, like navy or burgundy
Bottom: Black jeans
Outerwear: Brown leather jacket
Shoes: Casual loafers","Casual office day, casual lunch/dinner, city tour, coffee shop date, movie date, friend's house party, weekend outing, day out shopping, casual family event, outdoor concert","spring, fall, mild"
74,https://storage.googleapis.com/raven-media-bucket/image/outfits/74.jpeg,The Monochrome Mix,"Top: Black roll neck sweater
Bottom: Black tailored trousers
Outerwear: Black pea coat (in colder weather)
Shoes: Black Derby shoes","Formal office day, upscale restaurant, theatre/opera, charity event, wine tasting, dinner party, upscale art exhibition, formal family event, business meeting, client meeting","fall, winter, mild, cold"
75,https://storage.googleapis.com/raven-media-bucket/image/outfits/75.jpeg,The Textured Blend,"Top: Chambray button-up shirt
Bottom: Olive chinos
Outerwear: Brown corduroy blazer
Shoes: Leather ankle boots","Casual office day, formal office day, city tour, friend's house party, weekend outing, family get-together, casual lunch/dinner, day out shopping, coffee shop date, outdoor concert","spring, fall, mild"
76,https://storage.googleapis.com/raven-media-bucket/image/outfits/76.jpeg,The Classy Polo,"Top: Navy polo shirt
Bottom: Beige chinos
Outerwear: Grey tweed blazer
Shoes: Brown loafers","Casual office day, formal office day, business lunch/dinner, client meeting, weekend outing, brunch, museum/art gallery visit, upscale restaurant, coffee shop date, day out shopping","spring, fall, mild"
77,https://storage.googleapis.com/raven-media-bucket/image/outfits/77.jpeg,The Monochrome Maven,"Top: Grey oxford button-down shirt
Bottom: Black tailored trousers
Outerwear: Navy blazer
Shoes: Black leather loafers","Casual office day, formal office day, client meeting, business meeting, upscale restaurant, coffee shop date, theatre/opera, upscale art exhibition, brunch, weekend outing",all seasons
78,https://storage.googleapis.com/raven-media-bucket/image/outfits/78.jpeg,The Winter Warrior,"Top: Grey turtleneck
Bottom: Charcoal trousers
Outerwear: Checkered blazer
Shoes: Black Chelsea boots","Formal office day, upscale restaurant, wine tasting, upscale art exhibition, theatre/opera, charity event, client meeting, business meeting, dinner party, formal family event","fall, winter, mild, cold"
79,https://storage.googleapis.com/raven-media-bucket/image/outfits/79.jpeg,The Pattern Play,"Top: Blue gingham button-down shirt
Bottom: Brown chinos
Outerwear: Navy blazer
Shoes: Suede brogues","Casual office day, weekend outing, brunch, museum/art gallery visit, city tour, day out shopping, coffee shop date, business lunch/dinner, client meeting, family get-together","spring, fall, mild"
80,https://storage.googleapis.com/raven-media-bucket/image/outfits/80.jpeg,The Casual Charmer,"Top: grey crew-neck T-shirt
Bottom: Maroon trouser
Outerwear: Maroon blazer
Shoes: White leather sneakers","Casual office day, weekend outing, casual lunch/dinner, coffee shop date, city tour, day out shopping, movie date, friend's house party, outdoor concert, family get-together","spring, summer, hot, mild"
81,https://storage.googleapis.com/raven-media-bucket/image/outfits/81.jpeg,The Denim Diplomat,"Top: Light blue dress shirt
Bottom: Dark wash jeans
Outerwear: Grey wool blazer
Shoes: Brown leather boots","Casual office day, formal office day, client meeting, business lunch/dinner, weekend outing, brunch, museum/art gallery visit, upscale restaurant, coffee shop date, day out shopping",all seasons
82,https://storage.googleapis.com/raven-media-bucket/image/outfits/82.jpeg,The Corduroy King,"Top: White henley shirt
Bottom: Khaki trousers
Outerwear: Green corduroy blazer
Shoes: Brown suede loafers","Casual office day, weekend outing, casual lunch/dinner, coffee shop date, city tour, day out shopping, movie date, friend's house party, outdoor concert, family get-together","spring, fall, mild"
83,https://storage.googleapis.com/raven-media-bucket/image/outfits/83.jpeg,The Nautical Notion,"Top: Plaid button-down shirt
Bottom: Tan chinos
Outerwear: Grey unstructured blazer
Shoes: Brown Derby shoes","Casual office day, formal office day, business lunch/dinner, client meeting, weekend outing, brunch, museum/art gallery visit, upscale restaurant, coffee shop date, day out shopping","spring, summer, mild, hot"
84,https://storage.googleapis.com/raven-media-bucket/image/outfits/84.jpeg,The Knit Knight,"Top: Chambray button-up shirt
Bottom: Olive chinos
Shoes: Leather ankle boots","Casual office day, weekend outing, casual lunch/dinner, coffee shop date, city tour, day out shopping, movie date, friend's house party, outdoor concert, family get-together","spring, fall"
85,https://storage.googleapis.com/raven-media-bucket/image/outfits/85.jpeg,Seersucker Suit Style,"Top: White linen dress shirt
Bottom: Blue and white seersucker suit trousers
Outerwear: Blue and white seersucker suit jacket
Shoes: Brown leather loafers","Formal office day, business meeting, upscale restaurant, wedding, charity event, client meeting, garden party, wine tasting, upscale art exhibition, theatre/opera","summer, mild, hot"
86,https://storage.googleapis.com/raven-media-bucket/image/outfits/86.jpeg,The Linen Legend,"Top: Light blue linen dress shirt
Bottom: Beige linen suit trousers
Outerwear: Beige linen suit jacket
Shoes: Tan leather brogues","Formal office day, business meeting, upscale restaurant, wedding, charity event, client meeting, garden party, wine tasting, upscale art exhibition, theatre/opera","summer, mild, hot"
87,https://storage.googleapis.com/raven-media-bucket/image/outfits/87.jpeg,The Lightweight Wool Wonder,"Top: White dress shirt
Bottom: Light grey lightweight wool suit trousers
Outerwear: Light grey lightweight wool suit jacket
Shoes: Black leather Oxfords","Formal office day, business meeting, upscale restaurant, wedding, charity event, client meeting, garden party, wine tasting, upscale art exhibition, theatre/opera","summer, mild, hot"
88,https://storage.googleapis.com/raven-media-bucket/image/outfits/88.jpeg,The Breathable Blazer,"Top: light blue dress shirt
Bottom: cream chinos
Outerwear: Unstructured navy blazer in breathable fabric like cotton or linen
Shoes: Brown leather Derby shoes","Formal office day, business meeting, upscale restaurant, wedding, charity event, client meeting, garden party, wine tasting, upscale art exhibition, theatre/opera","summer, mild, hot"
89,https://storage.googleapis.com/raven-media-bucket/image/outfits/89.jpeg,The Cotton Chino Charm,"Top: Mint green dress shirt
Bottom: Stone chinos
Outerwear: Navy cotton blazerShoes: Suede loafers in a complementary color","Formal office day, business meeting, upscale restaurant, wedding, charity event, client meeting, garden party, wine tasting, upscale art exhibition, theatre/opera","summer, mild, hot"
90,https://storage.googleapis.com/raven-media-bucket/image/outfits/90.jpeg,The Tropical Tourist,"Top: White linen shirt
Bottom: Tan Bermuda shorts
Shoes: Brown leather sandals","Vacation, beach outing, pool party, night out, weekend outing, summer barbecue, garden party, boat trip, city tour, casual dinner","summer, mild, hot"
91,https://storage.googleapis.com/raven-media-bucket/image/outfits/91.jpeg,The Polo Player,"Top: Navy polo shirt
Bottom: Chino shorts
Shoes: White canvas sneakers","Vacation, weekend outing, summer barbecue, garden party, city tour, boat trip, friend's house party, night out, casual lunch, pub visit","summer, mild, hot"
92,https://storage.googleapis.com/raven-media-bucket/image/outfits/92.jpeg,The Skate Park Star,"Top: Striped T-shirt
Bottom: Denim shorts
Shoes: Slip-on Vans","Vacation, beach outing, city tour, weekend outing, summer barbecue, friend's house party, night out, casual lunch, outdoor concert, pub visit","summer, mild, hot"
93,https://storage.googleapis.com/raven-media-bucket/image/outfits/93.jpeg,The Casual Explorer,"Top: brown tee
Bottom: Cargo shorts
Shoes: Brown leather flip-flops","Vacation, beach outing, pool party, city tour, summer barbecue, boat trip, weekend outing, night out, outdoor concert, casual dinner","summer, mild, hot"
94,https://storage.googleapis.com/raven-media-bucket/image/outfits/94.jpeg,The Nautical Nomad,"Top: Pink linen shirt
Bottom: White chino shorts
Shoes: brown scandal","Vacation, boat trip, beach outing, city tour, weekend outing, summer barbecue, night out, garden party, casual lunch, pub visit","summer, mild, hot"
95,https://storage.googleapis.com/raven-media-bucket/image/outfits/95.jpeg,The Sunshine Stroller,"Top: Yellow short-sleeve button-up
Bottom: Navy shorts
Shoes: Espadrilles","Vacation, city tour, beach outing, weekend outing, summer barbecue, garden party, boat trip, night out, outdoor concert, pub visit","summer, mild, hot"
96,https://storage.googleapis.com/raven-media-bucket/image/outfits/96.jpeg,The Island Idol,"Top: Tropical print shirt
Bottom: Khaki shorts
Shoes: Brown loafers","Vacation, beach outing, pool party, boat trip, city tour, weekend outing, night out, outdoor concert, casual lunch, summer barbecue","summer, mild, hot"
97,https://storage.googleapis.com/raven-media-bucket/image/outfits/97.jpeg,The Mint Marvel,"Top: Mint green polo
Bottom: Denim jeans
Shoes: White leather sneakers","Vacation, city tour, weekend outing, friend's house party, night out, casual lunch, outdoor concert, pub visit, casual dinner, summer barbecue","summer, mild, hot"
98,https://storage.googleapis.com/raven-media-bucket/image/outfits/98.jpeg,The Skyline Soirée,"Top: Sky blue short-sleeve shirt
Bottom: Black chino shorts
Shoes: Brown sandals","Vacation, city tour, weekend outing, summer barbecue, boat trip, beach outing, night out, garden party, outdoor concert, casual lunch","summer, mild, hot"
99,https://storage.googleapis.com/raven-media-bucket/image/outfits/99.jpeg,The Hawaiian Hero,"Top: Red Hawaiian shirt
Bottom: White shorts
Shoes: Espadrilles","Vacation, beach outing, pool party, boat trip, city tour, weekend outing, night out, outdoor concert, summer barbecue, casual lunch","summer, mild, hot"
100,https://storage.googleapis.com/raven-media-bucket/image/outfits/100.jpeg,The Chambray Champion,"Top: Chambray shirt
Bottom: Linen trousers
Shoes: Loafers","Vacation, city tour, weekend outing, summer barbecue, garden party, night out, casual lunch, outdoor concert, pub visit, casual dinner","summer, mild, hot"
101,https://storage.googleapis.com/raven-media-bucket/image/outfits/101.jpeg,"Navy blazer, white tee, dark wash jeans, black loafers",Classic Elegance,"Formal Dinner, Theater,
Business Casual Meeting,
Art Gallery Opening,
Cocktail Party,
Date Night,
Evening Wedding,
Upscale Event,
Networking Event,
Casual Date","Mild, Cool"
102,https://storage.googleapis.com/raven-media-bucket/image/outfits/102.jpeg,"Black solid t-shirt, distressed jeans, high top sneakers, silver chain necklace",Casual Cool,"Casual Dining, Movies,
Music Festival,
Urban Exploration,
Weekend Shopping,
Coffee Hangout,
Art Show Opening,
Casual Party,
Street Fair,
College Campus Hangout","Mild, Warm"
103,https://storage.googleapis.com/raven-media-bucket/image/outfits/103.jpeg,"Brown corduroy blazer, chambray shirt, chinos, brown sneakers, leather watch",Vintage Vibes,"Art Gallery Opening,
Wine Tasting,
Fall Picnic,
Sunday Brunch,
Cultural Event,
Boutique Shopping,
Poetry Reading,
Farmers' Market,
Museum Visit","Mild, Cool"
104,https://storage.googleapis.com/raven-media-bucket/image/outfits/104.jpeg,"Navy cardigan, white t-shirt, khaki pants, white sneakers",Preppy Charm,"Beachside Restaurant,
Summer Event,
Garden Party,
Coastal Wedding,
Polo Match,
Yacht Party,
Beach Bonfire,
Graduation Party,
Brunch","Warm, Mild"
105,https://storage.googleapis.com/raven-media-bucket/image/outfits/105.jpeg,"Plaid blazer, solid tee or polo, dark wash jeans, black loafers",Playful Patterns,"Night Out with Friends,
Cocktail Party,
Birthday Celebration,
Dinner Party,
Casino Night,
Clubbing,
Charity Gala,
Engagement Party,
Reunion Gathering","Cool, Mild"
106,https://storage.googleapis.com/raven-media-bucket/image/outfits/106.jpeg,"Oversized hoodie, light wash distressed jeans, white sneakers, baseball cap",Street-Style Edge,"Casual Bar,
Street Festival,
Music Concert,
Skate Park Hangout,
Hip-Hop Dance Battle,
Graffiti Art Tour,
City Hangout,
Food Truck Event,
Neighborhood Block Party","Mild, Cool"
107,https://storage.googleapis.com/raven-media-bucket/image/outfits/107.jpeg,"Band tee, black biker/leather jacket, dark wash ripped jeans, black boots",Rock 'n' Roll Vibe,"Concert,
Indie Club,
Music Showcase,
Rock Festival,
Music Festival,
Underground Venue,
Album Release Party,
Jam Session,
Record Store Day","Cool, Cold"
108,https://storage.googleapis.com/raven-media-bucket/image/outfits/108.jpeg,"Linen shirt, light wash jeans, white sneakers, leather or metal watch, sunglasses",Effortless Chic,"Beach Bar,
Casual Dinner,
Resort Vacation,
Island Getaway,
Sunset Cruise,
Poolside Party,
Wine Tasting,
Garden Soirée,
Seaside Wedding",Warm
109,https://storage.googleapis.com/raven-media-bucket/image/outfits/109.jpeg,"Crew neck sweatshirt, khaki chinos, white sneakers, baseball cap",Casual Night Out,"Pub,
Billiards Night,
Bowling Alley Hangout,
Sports Bar Gathering,
Karaoke Night,
Trivia Night,
Comedy Club,
Board Game Café,
Dive Bar Visit","Mild, Cool"
110,https://storage.googleapis.com/raven-media-bucket/image/outfits/110.jpeg,"Vintage-patterned shirt, high-waisted trousers, leather oxfords or loafers, necklace",Retro Cool,"Retro Bar,
Vintage Store Visit,
Swing Dance Night,
Antique Fair,
Throwback Party,
Classic Car Show,
Speakeasy Event,
Jazz Night,
Art Deco Exhibition","Mild, Cool"
111,https://storage.googleapis.com/raven-media-bucket/image/outfits/111.jpeg,"Denim jacket, white t-shirt, dark jeans, Chelsea boots",Denim Delight,"Casual Hangout,
Brewery Visit,
Evening Bonfire,
Movie Night,
Pub Trivia,
Live Music Bar,
Arts and Crafts Fair,
BBQ Party,
Weekend Getaway","Mild, Cool"
112,https://storage.googleapis.com/raven-media-bucket/image/outfits/112.jpeg,"White dress shirt, charcoal gray trousers, navy blazer, leather monk strap shoes",Italian Elegance,"Formal Dinner,
Theater Night,
Upscale Event,
Charity Gala,
Opera Performance,
Wine Tasting,
Art Gallery Opening,
Awards Ceremony,
Cocktail Party","Cool, Warm, Mild"
113,https://storage.googleapis.com/raven-media-bucket/image/outfits/113.jpeg,"Striped Breton shirt, dark wash jeans, navy peacoat, white sneakers",French Casual Chic,"Casual Hangout,
City Stroll,
Café Visit,
Sunday Brunch,
Vintage Market,
Photography Walk,
Outdoor Concert,
Bookstore Browsing,
Farmer's Market","Cool, Cold, Mild, Warm"
114,https://storage.googleapis.com/raven-media-bucket/image/outfits/114.jpeg,"Herringbone tweed jacket, olive green corduroy trousers, wool tartan scarf, brown brogue boots",British Heritage,"Outdoor Event,
Countryside Visit,
Autumnal Outing,
Harvest Festival,
Horseback Riding,
Classic Car Show,
Historic Site Tour,
Fall Wedding,
Winery Tour","Cool, Cold"
115,https://storage.googleapis.com/raven-media-bucket/image/outfits/115.jpeg,"Embroidered dress shirt, slim-fit black trousers, leather dress shoes",Spanish Flamenco Fusion,"Evening Event,
Cultural Celebration,
Dance Night,
Cocktail Party,
Music and Dance Showcase,
Fine Dining,
Opera Performance,
Wedding Reception,
Art Show Opening","Warm, Hot"
116,https://storage.googleapis.com/raven-media-bucket/image/outfits/116.jpeg,"Cable-knit sweater, dark wash jeans, quilted down jacket, brown leather boots",Swiss Alpine Adventure,"Outdoor Adventure,
Hiking Trip,
Winter Vacation,
Ski Lodge Evening,
Snowboarding Excursion,
Cozy Cabin Stay,
Ice Skating,
Snowy Mountain Retreat,
Christmas Market","Cold, Cool"
117,https://storage.googleapis.com/raven-media-bucket/image/outfits/117.jpeg,"Oversized gray turtleneck sweater, light gray tailored trousers, white sneakers",Scandinavian Minimalism,"Casual Day Out,
Art Gallery Visit,
Modern Aesthetic,
Café Hangout,
Design Studio Tour,
Architectural Walk,
Sculpture Garden,
Book Launch Event,
Poetry Reading",Cool
118,https://storage.googleapis.com/raven-media-bucket/image/outfits/118.jpeg,"Light blue linen shirt, tailored shorts, leather sandals",Greek Coastal Charm,"Beach Date,
Coastal Getaway,
Relaxed Outing,
Island Vacation,
Beach Picnic,
Sunset Cruise,
Mediterranean Dinner,
Sailing Adventure,
Seaside Wedding","Warm, Hot"
119,https://storage.googleapis.com/raven-media-bucket/image/outfits/119.jpeg,"Striped lightweight sweater, olive green chinos, navy field jacket, leather boat shoes or loafers",Portuguese Seaside Stroll,"Seaside Walk,
Coastal Town Exploration,
Casual Evening,
Café Terrace,
Fishermen's Wharf,
Lighthouse Visit,
Boardwalk Carnival,
Beach Board Game Night,
Seashore Photography","Cool, Mild"
120,https://storage.googleapis.com/raven-media-bucket/image/outfits/120.jpeg,"Rustic fair isle sweater, dark brown corduroy pants, faux fur-trimmed parka, brown leather boots",Austrian Alpine Retreat,"Winter Retreat,
Snow Adventure,
Cozy Outing,
Ski Lodge Fireplace,
Snowshoeing Expedition,
Winter Carnival,
Ice Fishing,
Alpine Lodge Dinner,
Snowy Mountain Hike","Cold, Cool"
121,https://storage.googleapis.com/raven-media-bucket/image/outfits/121.jpeg,"Light gray henley shirt, cuffed jeans, navy raincoat, canvas sneakers",Dutch Urban Explorer,"Urban Exploration,
Rainy Day,
Casual Outing,
Museum Visit,
Coffee Shop Hangout,
Bookstore Browsing,
Neighborhood Walk,
Artisan Market,
Botanical Garden Stroll","Cool, Mild, Cold"
122,https://storage.googleapis.com/raven-media-bucket/image/outfits/122.jpeg,"Abstract print button-up shirt, slim-fit black jeans, minimalist leather loafers",Belgian Artistic Edge,"Art Show,
Creative Event,
Urban Artistic Scene,
Gallery Opening,
Book Club,
Film Screening,
Artist Workshop,
Contemporary Dance Performance,
Cultural Center Visit","Cool, Mild, Warm"
123,https://storage.googleapis.com/raven-media-bucket/image/outfits/123.jpeg,"Flowy patterned shirt, relaxed-fit beige pants, suede desert boots",Czech Bohemian Vibe,"Bohemian Hangout,
Artistic Gathering,
Casual Event,
Farmer's Market,
Folk Music Festival,
DIY Workshop,
Artisan Craft Fair,
Outdoor Drum Circle,
Local Art Studio Visit","Cool, Mild, Warm"
124,https://storage.googleapis.com/raven-media-bucket/image/outfits/124.jpeg,"Wool turtleneck sweater, tweed trousers, fur-lined coat, black leather boots",Russian Winter Elegance,"Formal Winter Event,
Evening Gala,
Winter Celebration,
Holiday Ball,
Opera Performance,
Charity Fundraiser,
Fine Dining by the Fireplace,
Ballet Performance,
Symphony Orchestra Concert",Cold
125,https://storage.googleapis.com/raven-media-bucket/image/outfits/125.jpeg,"Nordic pattern knit sweater, dark wash jeans, woolen blanket scarf, black leather boots",Norwegian Nordic Heritage,"Fall Hike,
Outdoor Adventure,
Cozy Gathering,
Pumpkin Patch Visit,
Autumn Harvest Festival,
Mountain Cabin Stay,
Bonfire Night,
Fall Foliage Tour,
Outdoor Photography Expedition",Cold
126,https://storage.googleapis.com/raven-media-bucket/image/outfits/126.jpeg,"Light linen button-down shirt, white trousers, tan leather loafers",Italian Riviera Relaxation,"Beachside Dinner,
Coastal Getaway,
Relaxed Evening,
Romantic Sunset Walk,
Beachfront Cafe,
Beach Picnic,
Seaside Lounge,
Coastal Wine Tasting,
Luxurious Beach Resort","Warm, Hot"
127,https://storage.googleapis.com/raven-media-bucket/image/outfits/127.jpeg,"Striped long-sleeve polo shirt, light blue chinos, navy blazer, white sneakers",French Riviera Elegance,"Yacht Party,
Seaside Event,
Upscale Gathering,
Luxury Cruise,
Beachside Gala,
Waterfront Restaurant,
Exclusive Wine Tasting,
VIP Soiree,
High-End Resort Celebration","Warm, Hot"
